Section Name,Question Text,Response,Brand
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Mispicks. Usually when this happens it has the correct part # on sticker (white & black square sticker) but it's put on the box of the wrong part #,H
Condition of Shipments,What three product types tend to have the most damages to the product?,bumper covers sheet metal moldings,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispick,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,bumper covers  sheet metal  moldings,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"SHEET METAL, GLASS, MOLDINGS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"SHEET METAL, GLASS, MOLDINGS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","MIS-LABELS, MIS-PICKS,OTHER DELAERS PARTS ALL THE TIME!!!",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,BUMPER COVERS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",PARTS FOR WRONG DEALER,H
Condition of Shipments,What three product types tend to have the most damages to the product?,BUMPER COVERS AND SHEET METAL,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",SHORTAGES,H
Condition of Shipments,What three product types tend to have the most damages to the product?,BUMPER COVERS CORE SUPPORTS QUARTER PANELS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,N/A,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"SHEET METAL, GLASS, BUMPERS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"COMPRESSORS, GLASS, SHEET METAL",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECEIVE PARTS FOR DIFFERENT DEALERS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"ENGINES, ENGINE PARTS, BRAKE PARTS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BODY PARTS, BODY ELECTRONICS, WHEEL",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICK,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Receive parts for another Dealership,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Sheet metal , bumper covers , trim",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Sheet metal , bumper covers , trim",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPERS, MOULDINGS, SHEET METAL",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS, MOULDINGS, SHEET METAL",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS!!! Cages are not loaded properly EITHER,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",UNDER PICK,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,TRIM PARTS  BRAKE PADS  ELECTRICAL,H
Condition of Shipments,What three product types tend to have the most damages to the product?,TRIM PARTS  BRAKE PADS  ELECTRICAL,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks and receive parts for different dealerships. My biggest complaint is not receiving my parts that I order as a genesis dealer,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"regulator boxes, grille boxes, and axle boxes",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"mouldings, regulators, bumper covers",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",sending an entire box (usually 10 count) of a part as a single parts.,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,large sheet metal. Windshields are horribly mishandled by outside carriers (not DDS) Anything small and dense such as alternators and compressors cross shipped and delivered by common carriers.,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECEIVING PARTS FOR OTHER DEALERSHIPS AND ALSO MIS PICKS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPER COVERS, WINDSHIELDS, DOOR PANELS",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"WINDSHIELDS, DOOR PANELS, AND PRETTY MUCH ANYTHING THAT IS SHIPPED BY OTHER CARRIERS.",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS,DOORS,",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS SHORTES PARTS SENT TO OTHER DEALERS PACKAGE ERROR,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BOXES,PARTS IN BAGS,BUMPERS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",UNDER PICKS THAT WE GET THE NEXT DAY,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"QTR PANELS,DOORS,FENDERS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS,HOODS,MOULDINGS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECIEVE PARTS FOR DIFFERENT DEALERSHIP,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"ROCKER MOLDINGS, ROOF MOLDING, FUEL LINES.",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"ROCKER MOLDINGS, ROOF MOLDING, FUEL LINES.",H
Condition of Shipments,What three product types tend to have the most damages to the product?,BUMPER COVERS TIN,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",PARTS FOR DIFFERENT DEALER,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"I HAVE NO IDEAS WHAT PARTY IS RESPONSIBLE, CARRIER OR PDC. WHO CARES! IF IT'S BROKEN I BLAME YOU! THEY WORK FOR YOU! AS AN EXTENSION OF YOU! AND WHEN A SHOP SEES IT THEY SAY, HYUNDAI SENT US ANOTHER DAMAGED PART. THEY DON'T ASK, HMMM I WONDER IF IT WAS THE CARRIER OR THE PDC'S FAULT?",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",UNDER PICKS AND NO PACKING LISTS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,IM NOT GOING TO DO YOUR JOB FOR YOU. YOU SHOULD LOOK AT YOUR DAMAGED RETURNS.,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"bumper covers,roof panels and turbos",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Bumper covers, roof panels and turbos",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"SHEET METAL, HEAVY ITEMS IN BOXES ( ALTERNATORS, ROTORS, HSG UNITS) , BRAKE PADS WHEN THEY ARE DROPPED",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECEIVE PARTS FOR DIFFERENT DEALERSHIP OR MISPICKS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"SHEET METAL , BUMPER COVERS, COMPRESSORS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks,H
Condition of Shipments,What three product types tend to have the most damages to the product?,radiators/ hecu/ door panels interior .,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"radiators, a/c compressors, misc",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,HEAVY PARTS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",OTHER DEALERSHIPS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BRAKES, MOLDINGS, BUMPERS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"MOLDINGS, BUMPERS, FILTERS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",SHOWS AVAILABLE FROM PDS AND GETS SHIPPED RYDER WITHOUT ANY NOTIFICATION,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"ac compressors, alternators, and starters (electrical connectors)",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receive parts for different dealership,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"wiper blades, air filters and cabin filters",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"SEAT TRACK ASSEMBLIES, BUMPER COVER BOXES,",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",1  MISSING PARTS THAT  WE HAVE TO PICK UP FROM LOCAL DEALERS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,BUMPER COVERS BUMPER COVERA BUMPER COVERS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPER COVERS ALUMINUM WHEELS SHEET METAL  ( HOODS  FENDERS,  QTR PANEL,, DOORS",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"FENDERS, TRUNK LIDS, BUMPERS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"FENDERS, TRUNK LIDS, BUMPERS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","MISPICKS, RECIEVE PARTS FOR A DIFFERENT DEALERSHIP",H
Condition of Shipments,What three product types tend to have the most damages to the product?,BUMPER COVERS . LARGE PALLETS CRUSHED AND RIPPED OPEN,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"CRUSHED PACKAGING , WET BOXES, TORN PACKAGING",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"mirrors, starters, alternators, compressors",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","mispicks, receive parts for different dealership",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"mirrors, starters, alternators, compressors",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS, CARRIERS, SHEET METAL",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,ANYTHING THAT COMES IN A BOX,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"WHEELS, BRAKE PADS, CATALYTIC CONVERTERS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"LATCHES, RADIATOR SUPPORTS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECEIVE PARTS FOR DIFFERENT DEALERSHIP,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",SHORTAGE,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",underpicks,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"SHEET METAL, BUMPERS, AND IMPACT BARS.  ABSORBERS ARE HIT AND MISS NOW.  SHEET METAL LIKE BODY PANELS AND MISC PANELS GET BEAT UP BECAUSE THEY ARE NOT PROTECTED BY ANYTHING. 81610-B8000",H
Condition of Shipments,What three product types tend to have the most damages to the product?,BUMPERS FENDER PANELS QUARTER PANELS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPACKAGE,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Product sent to another dealer,H
Condition of Shipments,What three product types tend to have the most damages to the product?,Anything sheet metal and glass,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,BODY,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICK,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS, DOOR PANELS, FENDERS",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPERS, DOOR PANELS, FENDERS",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Wheel bearing hub assembly's , brake pads , alternator",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",No packing list,H
Condition of Shipments,What three product types tend to have the most damages to the product?,FASCIAS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",PARTS FROM DIFFERENT DEALER,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",OTHER DEALERS PARTS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,FASCIAS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MIS PICKS OR DIFFERNT DEALERS ARE ABOUT THE SAME,H
Condition of Shipments,What three product types tend to have the most damages to the product?,WINDSHIELDS HOODS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"WINDSHIELDS, HOODS, SMALL PARTS THROWN IN BOXWES WITH HEAVY ITEMS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"windshields, bumper covers, hoods",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"sheet metal, bumper covers, windshields",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",under picks,H
Condition of Shipments,What three product types tend to have the most damages to the product?,fascia sheet metal plastic core supports,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,fascia sheet metal,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,BUMPER COVERS  SHEET METAL MOULDINGS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECEIVE PARTS FROM OTHER DEALERS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,COVERS HOODS FENDERS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Windshields, sheet metal, back panels (69100-XXXXX)",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","MISPICKS, DAMAGE PARTS, MISPACKAGED PARTS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPER COVER, MOULDINGS, ABSORBER",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPER COVER, MOULDINGS, ABSORBER",H
Condition of Shipments,What three product types tend to have the most damages to the product?,Intercoolers,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",received for different dealer,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","Missing items..open boxes with nothing in them, delivered via a cage..parts sprawled out in the cage",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"bumper absorbers, trim mouldings, plastic garnishes",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",SHORTAGES (UNDERPICKS),H
Condition of Shipments,What three product types tend to have the most damages to the product?,WINDSHIELDS LAMPS FASCIAS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,WINDSHIELDS LAMPS FASCIAS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",RECALL PARTS NEED TO BE RETURNABLE,H
Condition of Shipments,What three product types tend to have the most damages to the product?,RECALL PARTS NEED TO BE RETURNABLE,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,RECALL PARTS NEED TO BE RETURNABLE,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"large trim pieces, bumpers, doors",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"large trim pieces, bumpers, doors",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,PLASTIC PANELS  OF ANY KIND BROKEN TABS CRACKED PIECES  BROKEN PLASTIC PARTS IN PLASTIC BAGS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",parts for different dealerships,H
Condition of Shipments,What three product types tend to have the most damages to the product?,hoods and bumper covers,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,hoods and bumper covers,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"PLASTIC PARTS SHIPPED IN PLASTIC BAGS, SHEET METAL, REAR WINDSHIELDS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",SHORTAGES AND MISPICKS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"PARTS SHIPPED IN PLASTIC BAGS, PARTS SHIPPED LOOSE IN BOXES, ENGINES",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,PACKAGING DOESNT GET MUCH DAMAGE,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS, FENDERS, APERATURE PANELS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receive parts for different dealership,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"bent sheet metal, dings, dents...mostly just those",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Shipping labels covering parts information label,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"body parts, sheet metal , to big a box for the product received",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"fenders, mouldings and actually brake pads",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,seems the driver isn't paying attention when unloading the truck,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",mispicks,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISLABLED PARTS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"ENGINES, GLASS, OIL FILTERS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,WINDSHIELD GLASS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPER COVERS, DOOR PANELS, HOOD PANELS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPER COVERS, DOOR PANELS, HOOD PANELS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS AND RECEIVING PARTS FOR OTHER DEALERS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"DECK LIDS, HOODS, BUMPER COVERS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,BUMPERS SHEET METAL BRAKE PAD BOXES,H
Condition of Shipments,What three product types tend to have the most damages to the product?,BUMPERS SHEET METAL MOLDINGS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,SAME THREE AS ABOVE,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"OVERSIZED BODY ( SHEET METAL ) , BUMPERS , HEAVY PARTS IN CARDBOARD ( ALTERNATOR, STARTER , COMPRESSOR )",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",UNDER PICKS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MIS-PICKS AND UNDER-PICKS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"BUMPERS, COMPRESSORS, DOOR PANELS",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Heavy hard parts (alternators, starters, ABS modules), and small boxed parts (engine sensors and switches)",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"doors, decklids, and windshields.",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Shortages,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPERS, SHEET METAL AND TAILGATE",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",PACKING LIST AND SHORTAGE,H
Condition of Shipments,What three product types tend to have the most damages to the product?,Moldings,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Receive Parts for different dealer,H
Condition of Shipments,What three product types tend to have the most damages to the product?,glass and body panels,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",shortage of parts,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,boxes from being crushed from heavier boxes on put on top,H
Condition of Shipments,What three product types tend to have the most damages to the product?,BUMPER COVERS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,BUMPER COVER FRONT RADIATOR SUPPORTS  BUMPER ABSORBERS,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Lamps, textured trim, and body parts",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Mispicks and receiving parts from different dealerships,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Lamps, body parts, mirrors",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","shortages, and we get told to file a claim with Blackhorse when its the PDC fault and the pickers fault, not the shipper. Take responsibility for the pdc personel. majority of parts managers aren't going to lie about a shortage, so just pay the claim instead of placing the blame on the shipper",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"FILTER, SHEET METAL, AND PLASTICS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"FILTER, SHEET METAL, AND PLASTICS",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISTAGGED PARTS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receive parts for different dealership,H
Condition of Shipments,What three product types tend to have the most damages to the product?,Engines,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,For the most part only engines that have been dropped off a truck and/or forklift,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",Mispicks,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Trim pieces, body parts, nothing else major stands out maybe electronics",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Trim pieces, body components, suspension & steering components",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"fenders, hoods,lamps",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","mispicks, underpicked, received parts from different dealer or sent our parts to a different dealer",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"fenders, hoods, lamps",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",n/a,H
Condition of Shipments,What three product types tend to have the most damages to the product?,"ac compressor, window moulding, windshield",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"ac compressor, transmission, airbag",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"windshields, moldings",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS AND UNDER PICS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,MY BOXES ARE NEVER REALLY DAMAGED; MAYBE ONCE SINCE I AHVE BEEN HERE (7 MONTHS),H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,body panels bumpers,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receiving no parts or someone else's parts,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"BUMPERS, FENDERS DOORS",H
Condition of Shipments,What three product types tend to have the most damages to the product?,BUMPERS FENDERS DOORS,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",NOT GETTING THE PARTS TO THE DOCK IN TIME FOR LANTER TO TAKE,H
Condition of Shipments,What three product types tend to have the most damages to the product?,HEAD LAMPS TAIL LAMPS SHEET METAL,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",MISPICKS,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,Air filters A/C Compressors Coils,H
Condition of Shipments,What three product types tend to have the most damages to the product?,Air filters Bumpers Latches,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receive parts for different dealership,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","mispicks and receiving parts for another dealer, or shortages/lost frieght",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"bumper covers, lighting, wheels",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"rack and pinions, engines, cv shafts",H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,"Windshield, sheet metal and bumpers",H
Condition of Shipments,What three product types tend to have the most damages to the product?,"Windshield, sheet metal and bumpers",H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?","receive parts for a different dealer, shortage",H
Condition of Shipments,What three product types tend to have the most damages to the product?,trim mouldings - fuel lines -,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",receive parts for a different dealership.,H
Condition of Shipments,What three product types tend to have the most damages to the packaging?,brake pads - hub assemblies - wiper blades,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",NOT ENOUGH BUBBLE WRAP,H
Condition of Shipments,"What is the most common warehouse error you encounter (e.g., mispicks, under-picks, over-picks, receive parts for different dealer, etc.)?",product to other dealers arriving with my parts,H
